Metrica,Periodo,Ambito,Italiani,Stranieri
Arrivi,2016-03,Altipiani cimbri e Vigolana,12991,4127
Arrivi,2016-03,"Rovereto, Vallagarina e Monte Baldo",5952,1506
Arrivi,2016-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",12267,25861
Arrivi,2016-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",26659,11104
Arrivi,2016-03,Val di Sole,25305,23402
Arrivi,2016-03,Val di Non,3969,594
Arrivi,2016-04,"Trento, Monte Bondone e Altopiano di Pinè",12108,4999
Arrivi,2016-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",3527,2151
Arrivi,2016-04,Val di Fiemme e Val di Cembra,2160,1391
Arrivi,2016-04,Val di Fassa,2345,556
Arrivi,2016-04,"San Martino di Castrozza, Primiero e Vanoi",1713,74
Arrivi,2016-04,"Valsugana, Tesino e Valle dei Mocheni",7012,2406
Arrivi,2016-04,Altipiani cimbri e Vigolana,1478,288
Arrivi,2016-04,"Rovereto, Vallagarina e Monte Baldo",4855,1895
Arrivi,2016-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",16932,34184
Arrivi,2016-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",2887,980
Arrivi,2016-04,Val di Sole,2621,4336
Arrivi,2016-04,Val di Non,3667,639
Arrivi,2016-05,"Trento, Monte Bondone e Altopiano di Pinè",10126,9985
Arrivi,2016-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",4492,5752
Arrivi,2016-05,Val di Fiemme e Val di Cembra,2189,3173
Arrivi,2016-05,Val di Fassa,1897,1935
Arrivi,2016-05,"San Martino di Castrozza, Primiero e Vanoi",1550,1004
Arrivi,2016-05,"Valsugana, Tesino e Valle dei Mocheni",5903,8287
Arrivi,2016-05,Altipiani cimbri e Vigolana,1206,566
Arrivi,2016-05,"Rovereto, Vallagarina e Monte Baldo",3997,3874
Arrivi,2016-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",12568,60037
Arrivi,2016-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",1026,572
Arrivi,2016-05,Val di Sole,1552,1819
Arrivi,2016-05,Val di Non,3038,2449
Arrivi,2016-06,"Trento, Monte Bondone e Altopiano di Pinè",10798,11815
Arrivi,2016-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",13688,5678
Arrivi,2016-06,Val di Fiemme e Val di Cembra,7814,5007
Arrivi,2016-06,Val di Fassa,19254,6662
Arrivi,2016-06,"San Martino di Castrozza, Primiero e Vanoi",5556,1902
Arrivi,2016-06,"Valsugana, Tesino e Valle dei Mocheni",8694,6459
Arrivi,2016-06,Altipiani cimbri e Vigolana,4532,1586
Arrivi,2016-06,"Rovereto, Vallagarina e Monte Baldo",4491,3452
Arrivi,2016-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",16147,53271
Arrivi,2016-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",5532,1968
Arrivi,2016-06,Val di Sole,7856,3807
Arrivi,2016-06,Val di Non,3452,2423
Arrivi,2016-07,"Trento, Monte Bondone e Altopiano di Pinè",14851,18754
Arrivi,2016-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",35702,6983
Arrivi,2016-07,Val di Fiemme e Val di Cembra,23930,4351
Arrivi,2016-07,Val di Fassa,64708,11260
Arrivi,2016-07,"San Martino di Castrozza, Primiero e Vanoi",19193,2401
Arrivi,2016-07,"Valsugana, Tesino e Valle dei Mocheni",11852,10463
Arrivi,2016-07,Altipiani cimbri e Vigolana,15501,2243
Arrivi,2016-07,"Rovereto, Vallagarina e Monte Baldo",5915,5988
Arrivi,2016-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",21446,75435
Arrivi,2016-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",27904,6760
Arrivi,2016-07,Val di Sole,33875,5366
Arrivi,2016-07,Val di Non,8358,3982
Arrivi,2016-08,"Trento, Monte Bondone e Altopiano di Pinè",18927,16160
Arrivi,2016-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",41817,4948
Arrivi,2016-08,Val di Fiemme e Val di Cembra,28326,3199
Arrivi,2016-08,Val di Fassa,72700,8014
Arrivi,2016-08,"San Martino di Castrozza, Primiero e Vanoi",22896,1698
Arrivi,2016-08,"Valsugana, Tesino e Valle dei Mocheni",17011,7826
Arrivi,2016-08,Altipiani cimbri e Vigolana,16801,1846
Arrivi,2016-08,"Rovereto, Vallagarina e Monte Baldo",8228,5263
Arrivi,2016-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",29287,64627
Arrivi,2016-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",33775,4333
Arrivi,2016-08,Val di Sole,42888,4574
Arrivi,2016-08,Val di Non,10088,3895
Arrivi,2016-09,"Trento, Monte Bondone e Altopiano di Pinè",12695,14301
Arrivi,2016-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",16894,9209
Arrivi,2016-09,Val di Fiemme e Val di Cembra,11899,6414
Arrivi,2016-09,Val di Fassa,22429,8972
Arrivi,2016-09,"San Martino di Castrozza, Primiero e Vanoi",9662,1186
Arrivi,2016-09,"Valsugana, Tesino e Valle dei Mocheni",10270,8933
Arrivi,2016-09,Altipiani cimbri e Vigolana,5062,1675
Arrivi,2016-09,"Rovereto, Vallagarina e Monte Baldo",5510,4919
Arrivi,2016-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15623,65369
Arrivi,2016-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",7382,3080
Arrivi,2016-09,Val di Sole,9114,6916
Arrivi,2016-09,Val di Non,5802,4476
Arrivi,2016-10,"Trento, Monte Bondone e Altopiano di Pinè",12491,7248
Arrivi,2016-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",5120,5588
Arrivi,2016-10,Val di Fiemme e Val di Cembra,3349,4173
Arrivi,2016-10,Val di Fassa,3112,1329
Arrivi,2016-10,"San Martino di Castrozza, Primiero e Vanoi",2882,210
Arrivi,2016-10,"Valsugana, Tesino e Valle dei Mocheni",5149,5036
Arrivi,2016-10,Altipiani cimbri e Vigolana,1374,393
Arrivi,2016-10,"Rovereto, Vallagarina e Monte Baldo",3315,3560
Arrivi,2016-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15035,44853
Arrivi,2016-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",2417,675
Arrivi,2016-10,Val di Sole,3173,2185
Arrivi,2016-10,Val di Non,6318,2354
Arrivi,2016-11,"Trento, Monte Bondone e Altopiano di Pinè",12863,3242
Arrivi,2016-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",2159,783
Arrivi,2016-11,Val di Fiemme e Val di Cembra,1087,217
Arrivi,2016-11,Val di Fassa,1206,120
Arrivi,2016-11,"San Martino di Castrozza, Primiero e Vanoi",1262,43
Arrivi,2016-11,"Valsugana, Tesino e Valle dei Mocheni",4640,773
Arrivi,2016-11,Altipiani cimbri e Vigolana,706,54
Arrivi,2016-11,"Rovereto, Vallagarina e Monte Baldo",3577,1376
Arrivi,2016-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",8554,8603
Arrivi,2016-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",1507,203
Arrivi,2016-11,Val di Sole,971,221
Arrivi,2016-11,Val di Non,2246,377
Arrivi,2016-12,"Trento, Monte Bondone e Altopiano di Pinè",26457,3910
Arrivi,2016-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",24064,2177
Arrivi,2016-12,Val di Fiemme e Val di Cembra,20072,6544
Arrivi,2016-12,Val di Fassa,36745,7937
Arrivi,2016-12,"San Martino di Castrozza, Primiero e Vanoi",13623,535
Arrivi,2016-12,"Valsugana, Tesino e Valle dei Mocheni",15176,727
Arrivi,2016-12,Altipiani cimbri e Vigolana,12901,1075
Arrivi,2016-12,"Rovereto, Vallagarina e Monte Baldo",7782,1072
Arrivi,2016-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",20540,8081
Arrivi,2016-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",25043,5048
Arrivi,2016-12,Val di Sole,24976,7946
Arrivi,2016-12,Val di Non,7985,469
Presenze,2016-01,"Trento, Monte Bondone e Altopiano di Pinè",32626,16386
Presenze,2016-01,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",126604,33513
Presenze,2016-01,Val di Fiemme e Val di Cembra,62585,61756
Presenze,2016-01,Val di Fassa,217646,141259
Presenze,2016-01,"San Martino di Castrozza, Primiero e Vanoi",65509,12048
Presenze,2016-01,"Valsugana, Tesino e Valle dei Mocheni",15795,1566
Presenze,2016-01,Altipiani cimbri e Vigolana,48239,31169
Presenze,2016-01,"Rovereto, Vallagarina e Monte Baldo",20274,3159
Presenze,2016-01,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",26923,24121
Presenze,2016-01,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",102247,70293
Presenze,2016-01,Val di Sole,158841,102121
Presenze,2016-01,Val di Non,13171,789
Presenze,2016-02,"Trento, Monte Bondone e Altopiano di Pinè",24923,24528
Presenze,2016-02,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",116123,54186
Presenze,2016-02,Val di Fiemme e Val di Cembra,46693,89886
Presenze,2016-02,Val di Fassa,193083,200138
Presenze,2016-02,"San Martino di Castrozza, Primiero e Vanoi",67641,16153
Presenze,2016-02,"Valsugana, Tesino e Valle dei Mocheni",8813,3389
Presenze,2016-02,Altipiani cimbri e Vigolana,43834,51316
Presenze,2016-02,"Rovereto, Vallagarina e Monte Baldo",18459,6076
Presenze,2016-02,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",13057,6318
Presenze,2016-02,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",98770,103791
Presenze,2016-02,Val di Sole,108630,190317
Presenze,2016-02,Val di Non,8883,1768
Presenze,2016-03,"Trento, Monte Bondone e Altopiano di Pinè",31535,22476
Presenze,2016-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",104737,30510
Presenze,2016-03,Val di Fiemme e Val di Cembra,40770,79685
Presenze,2016-03,Val di Fassa,181551,168336
Presenze,2016-03,"San Martino di Castrozza, Primiero e Vanoi",54793,8372
Presenze,2016-03,"Valsugana, Tesino e Valle dei Mocheni",11819,5587
Presenze,2016-03,Altipiani cimbri e Vigolana,39065,25172
Presenze,2016-03,"Rovereto, Vallagarina e Monte Baldo",17180,2862
Presenze,2016-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",25319,86954
Presenze,2016-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",119340,70431
Presenze,2016-03,Val di Sole,140212,157507
Presenze,2016-03,Val di Non,8364,2054
Presenze,2016-04,"Trento, Monte Bondone e Altopiano di Pinè",19201,9732
Presenze,2016-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",7243,6234
Presenze,2016-04,Val di Fiemme e Val di Cembra,4783,6931
Presenze,2016-04,Val di Fassa,6367,4727
Presenze,2016-04,"San Martino di Castrozza, Primiero e Vanoi",4336,456
Presenze,2016-04,"Valsugana, Tesino e Valle dei Mocheni",15151,8691
Presenze,2016-04,Altipiani cimbri e Vigolana,2737,745
Presenze,2016-04,"Rovereto, Vallagarina e Monte Baldo",7336,2976
Presenze,2016-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",35456,119131
Presenze,2016-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",9215,7767
Presenze,2016-04,Val di Sole,7499,30578
Presenze,2016-04,Val di Non,8275,2219
Presenze,2016-05,"Trento, Monte Bondone e Altopiano di Pinè",17199,17803
Presenze,2016-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",7514,16347
Presenze,2016-05,Val di Fiemme e Val di Cembra,6032,11823
Presenze,2016-05,Val di Fassa,5145,5846
Presenze,2016-05,"San Martino di Castrozza, Primiero e Vanoi",3113,1812
Presenze,2016-05,"Valsugana, Tesino e Valle dei Mocheni",14355,26041
Presenze,2016-05,Altipiani cimbri e Vigolana,1975,1525
Presenze,2016-05,"Rovereto, Vallagarina e Monte Baldo",5927,6068
Presenze,2016-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",29200,224592
Presenze,2016-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",2862,1761
Presenze,2016-05,Val di Sole,2937,6132
Presenze,2016-05,Val di Non,6310,6621
Presenze,2016-06,"Trento, Monte Bondone e Altopiano di Pinè",20787,24598
Presenze,2016-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",58393,19608
Presenze,2016-06,Val di Fiemme e Val di Cembra,27280,17830
Presenze,2016-06,Val di Fassa,70805,24061
Presenze,2016-06,"San Martino di Castrozza, Primiero e Vanoi",23936,4532
Presenze,2016-06,"Valsugana, Tesino e Valle dei Mocheni",33106,25159
Presenze,2016-06,Altipiani cimbri e Vigolana,14215,5967
Presenze,2016-06,"Rovereto, Vallagarina e Monte Baldo",11594,5992
Presenze,2016-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",44604,214789
Presenze,2016-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",19967,4660
Presenze,2016-06,Val di Sole,28816,12950
Presenze,2016-06,Val di Non,8647,6765
Presenze,2016-07,"Trento, Monte Bondone e Altopiano di Pinè",40885,37957
Presenze,2016-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",207710,19575
Presenze,2016-07,Val di Fiemme e Val di Cembra,127241,16897
Presenze,2016-07,Val di Fassa,345410,43292
Presenze,2016-07,"San Martino di Castrozza, Primiero e Vanoi",100476,7389
Presenze,2016-07,"Valsugana, Tesino e Valle dei Mocheni",58063,37875
Presenze,2016-07,Altipiani cimbri e Vigolana,71399,9058
Presenze,2016-07,"Rovereto, Vallagarina e Monte Baldo",26613,9949
Presenze,2016-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",65505,314966
Presenze,2016-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",127372,20672
Presenze,2016-07,Val di Sole,173607,19178
Presenze,2016-07,Val di Non,34025,11632
Presenze,2016-08,"Trento, Monte Bondone e Altopiano di Pinè",57801,33330
Presenze,2016-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",246448,14155
Presenze,2016-08,Val di Fiemme e Val di Cembra,172528,12248
Presenze,2016-08,Val di Fassa,437917,28613
Presenze,2016-08,"San Martino di Castrozza, Primiero e Vanoi",132220,5766
Presenze,2016-08,"Valsugana, Tesino e Valle dei Mocheni",79907,32009
Presenze,2016-08,Altipiani cimbri e Vigolana,88072,7887
Presenze,2016-08,"Rovereto, Vallagarina e Monte Baldo",25602,9501
Presenze,2016-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",112165,298575
Presenze,2016-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",188720,14177
Presenze,2016-08,Val di Sole,250485,15363
Presenze,2016-08,Val di Non,40991,9175
Presenze,2016-09,"Trento, Monte Bondone e Altopiano di Pinè",27189,29582
Presenze,2016-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",78884,30253
Presenze,2016-09,Val di Fiemme e Val di Cembra,50099,23032
Presenze,2016-09,Val di Fassa,105301,34035
Presenze,2016-09,"San Martino di Castrozza, Primiero e Vanoi",38747,3449
Presenze,2016-09,"Valsugana, Tesino e Valle dei Mocheni",32606,32395
Presenze,2016-09,Altipiani cimbri e Vigolana,16709,6652
Presenze,2016-09,"Rovereto, Vallagarina e Monte Baldo",11651,7444
Presenze,2016-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",41557,267340
Presenze,2016-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",29643,9004
Presenze,2016-09,Val di Sole,37891,25928
Presenze,2016-09,Val di Non,14371,11922
Presenze,2016-10,"Trento, Monte Bondone e Altopiano di Pinè",22959,14063
Presenze,2016-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",10735,18748
Presenze,2016-10,Val di Fiemme e Val di Cembra,8454,14914
Presenze,2016-10,Val di Fassa,7921,3918
Presenze,2016-10,"San Martino di Castrozza, Primiero e Vanoi",6290,572
Presenze,2016-10,"Valsugana, Tesino e Valle dei Mocheni",12736,15729
Presenze,2016-10,Altipiani cimbri e Vigolana,2423,954
Presenze,2016-10,"Rovereto, Vallagarina e Monte Baldo",4972,6053
Presenze,2016-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",36254,173002
Presenze,2016-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",5893,1575
Presenze,2016-10,Val di Sole,6355,7629
Presenze,2016-10,Val di Non,12658,7647
Presenze,2016-11,"Trento, Monte Bondone e Altopiano di Pinè",22432,6722
Presenze,2016-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",3704,1698
Presenze,2016-11,Val di Fiemme e Val di Cembra,2178,655
Presenze,2016-11,Val di Fassa,3140,291
Presenze,2016-11,"San Martino di Castrozza, Primiero e Vanoi",2845,210
Presenze,2016-11,"Valsugana, Tesino e Valle dei Mocheni",8958,2494
Presenze,2016-11,Altipiani cimbri e Vigolana,1192,111
Presenze,2016-11,"Rovereto, Vallagarina e Monte Baldo",5248,2315
Presenze,2016-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15129,27680
Presenze,2016-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",3796,606
Presenze,2016-11,Val di Sole,2097,803
Presenze,2016-11,Val di Non,4046,923
Presenze,2016-12,"Trento, Monte Bondone e Altopiano di Pinè",52855,10723
Presenze,2016-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",74871,7263
Presenze,2016-12,Val di Fiemme e Val di Cembra,58988,29184
Presenze,2016-12,Val di Fassa,129009,34670
Presenze,2016-12,"San Martino di Castrozza, Primiero e Vanoi",40961,2191
Presenze,2016-12,"Valsugana, Tesino e Valle dei Mocheni",29485,2081
Presenze,2016-12,Altipiani cimbri e Vigolana,34477,4618
Presenze,2016-12,"Rovereto, Vallagarina e Monte Baldo",15595,2528
Presenze,2016-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",39931,24379
Presenze,2016-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",79225,23179
Presenze,2016-12,Val di Sole,82156,42092
Presenze,2016-12,Val di Non,16567,1529
Arrivi,2017-01,"Trento, Monte Bondone e Altopiano di Pinè",13990,4712
Arrivi,2017-01,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",32821,6512
Arrivi,2017-01,Val di Fiemme e Val di Cembra,17113,13039
Arrivi,2017-01,Val di Fassa,46378,23156
Arrivi,2017-01,"San Martino di Castrozza, Primiero e Vanoi",14189,1546
Arrivi,2017-01,"Valsugana, Tesino e Valle dei Mocheni",5888,511
Arrivi,2017-01,Altipiani cimbri e Vigolana,15913,5946
Arrivi,2017-01,"Rovereto, Vallagarina e Monte Baldo",6340,1486
Arrivi,2017-01,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",10127,6987
Arrivi,2017-01,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",24456,12499
Arrivi,2017-01,Val di Sole,31758,18419
Arrivi,2017-01,Val di Non,4955,299
Arrivi,2017-02,"Trento, Monte Bondone e Altopiano di Pinè",12442,6421
Arrivi,2017-02,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",27803,9812
Arrivi,2017-02,Val di Fiemme e Val di Cembra,14425,15890
Arrivi,2017-02,Val di Fassa,41116,32932
Arrivi,2017-02,"San Martino di Castrozza, Primiero e Vanoi",16674,2560
Arrivi,2017-02,"Valsugana, Tesino e Valle dei Mocheni",3387,1307
Arrivi,2017-02,Altipiani cimbri e Vigolana,14309,8330
Arrivi,2017-02,"Rovereto, Vallagarina e Monte Baldo",6206,1457
Arrivi,2017-02,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",6270,2605
Arrivi,2017-02,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",23541,17193
Arrivi,2017-02,Val di Sole,21573,30799
Arrivi,2017-02,Val di Non,4663,475
Arrivi,2017-03,"Trento, Monte Bondone e Altopiano di Pinè",14467,6212
Arrivi,2017-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",21519,6457
Arrivi,2017-03,Val di Fiemme e Val di Cembra,14074,12265
Arrivi,2017-03,Val di Fassa,32713,22600
Arrivi,2017-03,"San Martino di Castrozza, Primiero e Vanoi",11118,1184
Arrivi,2017-03,"Valsugana, Tesino e Valle dei Mocheni",5176,1286
Arrivi,2017-03,Altipiani cimbri e Vigolana,10909,3976
Arrivi,2017-03,"Rovereto, Vallagarina e Monte Baldo",5613,1379
